,Year,Month,Anomaly-Gl,Uncertainty-Gl,Anomaly-NH,Uncertainty-NH,Anomaly-SH,Uncertainty-SH
1294,1860,11,-1.142,0.552,-1.031,0.549,,
1295,1860,12,-2.058,0.655,-2.247,0.837,,
1296,1861,1,-2.159,1.473,-2.254,1.216,,
1297,1861,2,-1.013,0.779,-0.844,1.038,,
1298,1861,3,-0.858,0.83,-0.684,1.095,,
1299,1861,4,-0.744,0.561,-0.923,0.95,,
1300,1861,5,-0.794,0.494,-0.674,0.595,,
1301,1861,6,-0.459,0.408,-0.284,0.408,,
1302,1861,7,-0.266,0.47,-0.092,0.485,,
1303,1861,8,-0.039,0.466,0.008,0.529,,
1304,1861,9,-0.706,0.533,-0.628,0.537,,
1305,1861,10,-0.928,0.445,-0.965,0.484,,
1306,1861,11,-0.249,0.578,-0.083,0.586,,
1307,1861,12,-0.697,0.867,-0.761,0.736,,
1308,1862,1,-2.072,1.317,-2.222,1.231,,
1309,1862,2,-1.611,1.088,-1.605,0.923,,
1310,1862,3,-1.035,0.72,-0.995,0.98,,
1311,1862,4,-1.113,0.952,-1.239,1.141,,
1312,1862,5,-0.389,0.563,-0.349,0.441,,
1313,1862,6,-0.536,0.45,-0.487,0.587,,
1314,1862,7,-0.331,0.412,-0.286,0.469,,
1315,1862,8,-0.673,0.545,-0.537,0.526,,
1316,1862,9,-0.977,0.465,-0.889,0.416,,
1317,1862,10,-0.984,0.584,-1.14,0.614,,
1318,1862,11,-1.271,0.628,-1.292,0.917,,
1319,1862,12,-1.997,0.969,-2.288,1.069,,
1320,1863,1,0.392,1.204,0.559,1.025,,
1321,1863,2,0.189,1.43,0.377,1.347,,
1322,1863,3,-0.61,0.657,-0.368,0.901,,
1323,1863,4,-0.168,0.579,-0.228,0.523,,
1324,1863,5,-0.037,0.586,0.171,0.477,,
1325,1863,6,-0.341,0.459,-0.279,0.441,,
1326,1863,7,-0.455,0.461,-0.428,0.431,,
1327,1863,8,-0.637,0.544,-0.483,0.513,,
1328,1863,9,-1.007,0.514,-0.877,0.743,,
1329,1863,10,-1.121,0.508,-1.235,0.501,,
1330,1863,11,-0.635,0.734,-0.484,0.625,,
1331,1863,12,-0.911,0.851,-0.99,1.276,,
1332,1864,1,-1.098,0.899,-1.08,1.088,,
1333,1864,2,-0.588,0.934,-0.413,1.173,,
1334,1864,3,-0.62,0.817,-0.408,0.958,,
1335,1864,4,-0.751,0.662,-0.749,1.078,,
1336,1864,5,-0.182,0.461,-0.054,0.545,,
1337,1864,6,-0.018,0.52,0.123,0.618,,
1338,1864,7,-0.054,0.459,-0.02,0.71,,
1339,1864,8,-0.382,0.511,-0.275,0.599,,
1340,1864,9,-0.706,0.587,-0.695,0.478,,
1341,1864,10,-0.542,0.622,-0.659,0.598,,
1342,1864,11,-0.976,0.855,-0.953,0.771,,
1343,1864,12,-1.465,0.619,-1.702,0.693,,
1344,1865,1,0.309,0.824,0.439,0.935,,
1345,1865,2,-1.035,0.79,-0.981,0.726,,
1346,1865,3,-1.249,0.68,-1.222,0.636,,
1347,1865,4,-0.859,0.618,-1.015,0.642,,
1348,1865,5,-0.36,0.558,-0.2,0.446,,
1349,1865,6,-0.303,0.489,-0.194,0.494,,
1350,1865,7,-0.045,0.549,-0.04,0.59,,
1351,1865,8,-0.152,0.473,-0.077,0.541,,
1352,1865,9,-0.241,0.444,-0.147,0.511,,
1353,1865,10,-0.078,0.401,-0.227,0.493,,
1354,1865,11,0.103,0.724,0.206,0.555,,
1355,1865,12,-0.944,0.957,-1.048,0.765,,
1356,1866,1,0.304,1.047,0.394,0.928,,
1357,1866,2,-1.012,0.865,-0.904,1.085,,
1358,1866,3,-0.955,0.778,-0.775,1.096,,
1359,1866,4,-0.492,0.522,-0.499,0.793,,
1360,1866,5,-0.431,0.497,-0.388,0.553,,
1361,1866,6,-0.605,0.427,-0.487,0.485,,
1362,1866,7,0.364,0.513,0.437,0.377,,
1363,1866,8,-0.359,0.765,-0.271,0.498,,
1364,1866,9,-0.437,0.514,-0.396,0.471,,
1365,1866,10,-0.646,0.531,-0.751,0.464,,
1366,1866,11,-0.103,0.573,0.113,0.529,,
1367,1866,12,0.385,0.724,0.485,0.653,,
1368,1867,1,-0.2,0.966,-0.139,0.987,,
1369,1867,2,-0.685,0.924,-0.478,1.028,,
1370,1867,3,-0.866,0.618,-0.671,0.666,,
1371,1867,4,-0.161,0.745,-0.12,0.45,,
1372,1867,5,-0.78,0.449,-0.763,0.468,,
1373,1867,6,-0.085,0.45,0.013,0.32,,
1374,1867,7,0.029,0.522,0.1,0.61,,
1375,1867,8,-0.173,0.426,-0.023,0.516,,
1376,1867,9,-0.197,0.416,-0.065,0.418,,
1377,1867,10,0.024,0.511,-0.043,0.503,,
1378,1867,11,0.856,1.133,1.07,0.744,,
1379,1867,12,0.037,1.305,0.01,0.807,,
1380,1868,1,-0.903,1.136,-0.885,0.792,,
1381,1868,2,-1.47,1.176,-1.365,0.909,,
1382,1868,3,-0.834,0.959,-0.662,0.81,,
1383,1868,4,-0.26,0.949,-0.19,0.665,,
1384,1868,5,-0.149,0.657,0.011,0.527,,
1385,1868,6,-0.184,0.471,-0.07,0.353,,
1386,1868,7,0.239,0.484,0.402,0.391,,
1387,1868,8,-0.092,0.398,0.035,0.349,,
1388,1868,9,-0.608,0.451,-0.537,0.448,,
1389,1868,10,0.089,0.558,-0.021,0.723,,
1390,1868,11,-1.021,0.441,-0.965,0.514,,
1391,1868,12,-0.47,0.662,-0.531,0.881,,
1392,1869,1,-0.441,0.828,-0.463,0.953,,
1393,1869,2,0.523,1.581,0.471,1.083,,
1394,1869,3,-1.274,0.647,-0.877,0.873,,
1395,1869,4,-0.402,0.676,-0.447,0.531,,
1396,1869,5,-0.051,0.577,0.077,0.474,,
1397,1869,6,0.063,0.541,0.239,0.436,,
1398,1869,7,0.077,0.37,0.268,0.369,,
1399,1869,8,0.079,0.478,0.255,0.407,,
1400,1869,9,0.237,0.447,0.394,0.452,,
1401,1869,10,-0.296,0.436,-0.316,0.46,,
1402,1869,11,-0.36,0.469,-0.229,0.526,,
1403,1869,12,-0.931,0.612,-1.031,0.665,,
1404,1870,1,-0.677,0.71,-0.625,0.818,,
1405,1870,2,-1.258,0.685,-1.236,0.752,,
1406,1870,3,-0.846,0.67,-0.656,0.544,,
1407,1870,4,-0.496,0.524,-0.503,0.431,,
1408,1870,5,-0.117,0.549,0.092,0.413,,
1409,1870,6,0.256,0.645,0.446,0.671,,
1410,1870,7,0.226,0.659,0.375,0.421,,
1411,1870,8,-0.387,0.522,-0.194,0.375,,
1412,1870,9,-0.132,0.456,0.036,0.395,,
1413,1870,10,-0.468,0.597,-0.587,0.546,,
1414,1870,11,-0.558,0.592,-0.404,0.614,,
1415,1870,12,-1.474,0.483,-1.726,0.569,,
1416,1871,1,-1.355,0.758,-1.426,0.731,,
1417,1871,2,-1.613,0.906,-1.573,0.926,,
1418,1871,3,-0.632,0.696,-0.389,0.861,,
1419,1871,4,0.048,0.496,0.107,0.485,,
1420,1871,5,-0.51,0.53,-0.43,0.392,,
1421,1871,6,-0.326,0.474,-0.202,0.385,,
1422,1871,7,-0.024,0.405,0.101,0.48,,
1423,1871,8,0.033,0.465,0.133,0.457,,
1424,1871,9,-0.491,0.561,-0.453,0.443,,
1425,1871,10,-0.182,0.527,-0.256,0.418,,
1426,1871,11,-1.209,0.678,-1.246,0.748,,
1427,1871,12,-0.797,0.659,-1.06,0.65,,
1428,1872,1,-0.999,0.871,-1.148,0.859,,
1429,1872,2,-0.872,0.737,-0.88,0.723,,
1430,1872,3,-0.545,0.738,-0.373,0.639,,
1431,1872,4,-0.533,0.554,-0.477,0.56,,
1432,1872,5,-0.151,0.531,0.073,0.49,,
1433,1872,6,-0.362,0.392,-0.252,0.544,,
1434,1872,7,-0.02,0.494,0.123,0.584,,
1435,1872,8,-0.019,0.621,0.174,0.424,,
1436,1872,9,-0.215,0.406,-0.141,0.412,,
1437,1872,10,-0.152,0.438,-0.261,0.521,,
1438,1872,11,-0.903,0.529,-0.926,0.452,,
1439,1872,12,-1.215,0.761,-1.425,0.601,,
1440,1873,1,-0.742,0.756,-0.883,0.785,,
1441,1873,2,-0.1,0.607,0.04,0.781,,
1442,1873,3,-0.555,0.7,-0.398,0.502,,
1443,1873,4,-0.9,0.549,-1.016,0.534,,
1444,1873,5,-0.343,0.577,-0.344,0.427,,
1445,1873,6,-0.055,0.405,-0.054,0.448,,
1446,1873,7,-0.055,0.506,0.104,0.457,,
1447,1873,8,-0.091,0.404,-0.022,0.332,,
1448,1873,9,-0.581,0.508,-0.611,0.452,,
1449,1873,10,-0.085,0.388,-0.207,0.371,,
1450,1873,11,-0.444,0.58,-0.316,0.59,,
1451,1873,12,-0.081,0.69,-0.18,0.502,,
1452,1874,1,-0.022,0.63,0.058,0.567,,
1453,1874,2,-0.11,0.534,0.08,0.524,,
1454,1874,3,-1.186,0.498,-1.021,0.472,,
1455,1874,4,-0.165,0.467,-0.172,0.45,,
1456,1874,5,0.19,0.54,0.5,0.538,,
1457,1874,6,-0.136,0.557,0.097,0.418,,
1458,1874,7,-0.213,0.531,-0.049,0.268,,
1459,1874,8,-0.058,0.515,0.1,0.466,,
1460,1874,9,0.05,0.407,0.203,0.457,,
1461,1874,10,-0.084,0.443,-0.157,0.387,,
1462,1874,11,-0.432,0.452,-0.288,0.447,,
1463,1874,12,-0.352,0.534,-0.418,0.439,,
1464,1875,1,-1.044,0.622,-1.212,0.545,,
1465,1875,2,-0.778,0.668,-0.794,0.616,,
1466,1875,3,-1.04,0.445,-0.887,0.508,,
1467,1875,4,-0.758,0.395,-0.828,0.463,,
1468,1875,5,-0.52,0.437,-0.383,0.354,,
1469,1875,6,-0.248,0.408,0.057,0.489,,
1470,1875,7,-0.167,0.438,-0.009,0.264,,
1471,1875,8,-0.495,0.472,-0.333,0.303,,
1472,1875,9,-0.809,0.42,-0.704,0.352,,
1473,1875,10,-0.587,0.377,-0.706,0.361,,
1474,1875,11,-1.463,0.599,-1.519,0.614,,
1475,1875,12,-0.88,0.456,-1.022,0.56,,
1476,1876,1,-0.608,0.7,-0.659,0.519,,
1477,1876,2,-0.466,0.489,-0.361,0.502,,
1478,1876,3,-0.47,0.573,-0.355,0.464,,
1479,1876,4,-0.081,0.431,-0.04,0.47,,
1480,1876,5,-0.642,0.412,-0.562,0.385,,
1481,1876,6,-0.322,0.322,-0.062,0.312,,
1482,1876,7,-0.067,0.401,0.055,0.315,,
1483,1876,8,-0.43,0.416,-0.207,0.364,,
1484,1876,9,-0.411,0.397,-0.262,0.271,,
1485,1876,10,-0.252,0.387,-0.344,0.341,,
1486,1876,11,-0.96,0.515,-0.949,0.562,,
1487,1876,12,-1.502,0.408,-1.789,0.437,,
1488,1877,1,-0.34,0.598,-0.435,0.674,,
1489,1877,2,-0.319,0.521,-0.275,0.568,,
1490,1877,3,0.019,0.447,0.127,0.357,,
1491,1877,4,-0.331,0.352,-0.409,0.338,,
1492,1877,5,-0.187,0.407,-0.003,0.387,,
1493,1877,6,-0.17,0.325,-0.008,0.383,,
1494,1877,7,0.292,0.363,0.301,0.314,,
1495,1877,8,0.28,0.395,0.389,0.391,,
1496,1877,9,0.035,0.39,0.188,0.53,,
1497,1877,10,0.052,0.352,-0.108,0.417,,
1498,1877,11,0.198,0.51,0.283,0.52,,
1499,1877,12,-0.797,0.62,-0.966,0.658,,
1500,1878,1,-0.628,0.672,-0.808,0.561,,
1501,1878,2,0.638,0.614,0.812,0.52,,
1502,1878,3,1.399,0.498,1.676,0.433,,
1503,1878,4,0.61,0.375,0.618,0.348,,
1504,1878,5,-0.277,0.399,-0.087,0.404,,
1505,1878,6,0.368,0.355,0.648,0.376,,
1506,1878,7,0.458,0.398,0.564,0.287,,
1507,1878,8,0.295,0.366,0.5,0.314,,
1508,1878,9,0.034,0.385,0.177,0.438,,
1509,1878,10,-0.04,0.4,-0.112,0.432,,
1510,1878,11,0.381,0.357,0.469,0.46,,
1511,1878,12,-0.251,0.499,-0.339,0.385,,
1512,1879,1,-0.28,0.561,-0.272,0.718,,
1513,1879,2,-0.486,0.586,-0.391,0.461,,
1514,1879,3,-0.233,0.462,-0.024,0.416,,
1515,1879,4,-0.523,0.404,-0.479,0.341,,
1516,1879,5,-0.421,0.403,-0.175,0.386,,
1517,1879,6,-0.237,0.313,0.019,0.425,,
1518,1879,7,-0.14,0.363,0.007,0.315,,
1519,1879,8,-0.571,0.424,-0.437,0.377,,
1520,1879,9,-0.591,0.397,-0.458,0.389,,
1521,1879,10,0.119,0.448,0.125,0.41,,
1522,1879,11,-0.615,0.377,-0.543,0.397,,
1523,1879,12,-1.184,0.434,-1.335,0.605,,
1524,1880,1,-0.731,0.59,-0.788,0.558,,
1525,1880,2,-1.336,0.51,-1.26,0.637,,
1526,1880,3,-0.913,0.561,-0.701,0.734,,
1527,1880,4,-0.898,0.436,-0.839,0.503,,
1528,1880,5,-0.325,0.454,-0.128,0.462,,
1529,1880,6,-0.328,0.368,-0.164,0.42,,
1530,1880,7,-0.238,0.407,-0.177,0.408,,
1531,1880,8,-0.264,0.494,-0.206,0.656,0.323,0.693
1532,1880,9,-0.668,0.457,-0.546,0.411,-0.712,0.653
1533,1880,10,-0.554,0.327,-0.57,0.486,-0.688,0.692
1534,1880,11,-0.31,0.371,-0.212,0.517,-0.206,0.696
1535,1880,12,-0.433,0.537,-0.628,0.437,-0.357,0.726
1536,1881,1,-0.168,0.548,-0.057,0.684,-0.395,0.703
1537,1881,2,-0.586,0.626,-0.514,0.511,-0.546,0.65
1538,1881,3,-0.276,0.489,-0.084,0.494,-0.407,0.62
1539,1881,4,0.02,0.411,0.15,0.467,-0.262,0.662
1540,1881,5,-0.189,0.419,0.013,0.587,0.065,0.687
1541,1881,6,-0.756,0.292,-0.534,0.399,-0.852,0.7
1542,1881,7,-0.179,0.369,0.067,0.41,-0.598,0.633
1543,1881,8,-0.106,0.423,0.107,0.384,,
1544,1881,9,-0.349,0.464,-0.363,0.335,,
1545,1881,10,-0.385,0.411,-0.544,0.399,-0.208,0.615
1546,1881,11,-0.786,0.38,-0.765,0.427,-0.552,0.733
1547,1881,12,-0.362,0.399,-0.672,0.509,0.089,0.621
1548,1882,1,0.553,0.434,0.56,0.433,0.279,0.794
1549,1882,2,0.094,0.451,0.202,0.497,-0.065,0.83
1550,1882,3,-0.309,0.33,-0.117,0.587,-0.371,0.702
1551,1882,4,-0.644,0.371,-0.605,0.357,-0.784,0.615
1552,1882,5,-0.409,0.375,-0.293,0.4,-0.355,0.702
1553,1882,6,-0.581,0.323,-0.395,0.311,-0.922,0.665
1554,1882,7,-0.608,0.338,-0.487,0.246,-0.737,0.637
1555,1882,8,-0.257,0.412,-0.115,0.384,-0.059,0.657
1556,1882,9,-0.271,0.393,-0.257,0.26,-0.146,0.604
1557,1882,10,-0.692,0.299,-0.973,0.287,-0.447,0.616
1558,1882,11,-1.033,0.397,-1.107,0.335,-0.7,0.668
1559,1882,12,-1.321,0.408,-1.635,0.43,-1.185,0.751
1560,1883,1,-0.999,0.444,-1.136,0.509,-0.742,0.576
1561,1883,2,-1.24,0.525,-1.329,0.432,-0.886,0.75
1562,1883,3,-0.244,0.426,-0.072,0.364,-0.45,0.572
1563,1883,4,-0.568,0.442,-0.612,0.213,-0.648,0.616
1564,1883,5,-0.46,0.39,-0.351,0.225,-0.337,0.63
1565,1883,6,-0.12,0.287,-0.055,0.28,0.276,0.572
1566,1883,7,-0.333,0.392,-0.247,0.258,-0.306,0.61
1567,1883,8,-0.63,0.389,-0.479,0.251,-0.625,0.587
1568,1883,9,-0.667,0.377,-0.596,0.267,-0.62,0.589
1569,1883,10,-0.249,0.305,-0.289,0.296,-0.282,0.596
1570,1883,11,-1.069,0.343,-1.148,0.292,-0.833,0.588
1571,1883,12,-0.28,0.414,-0.42,0.35,-0.303,0.746
1572,1884,1,-0.315,0.455,-0.343,0.424,-0.409,0.567
1573,1884,2,-0.549,0.381,-0.547,0.402,-0.331,0.567
1574,1884,3,-1.307,0.438,-1.372,0.382,-0.826,0.675
1575,1884,4,-1.101,0.366,-1.163,0.248,-0.937,0.558
1576,1884,5,-1.143,0.445,-0.962,0.249,-1.189,0.637
1577,1884,6,-0.901,0.323,-0.751,0.396,-0.76,0.581
1578,1884,7,-0.675,0.376,-0.553,0.355,-0.818,0.66
1579,1884,8,-0.547,0.428,-0.694,0.302,0.346,0.634
1580,1884,9,-0.812,0.414,-0.791,0.283,-0.475,0.656
1581,1884,10,-0.649,0.309,-0.805,0.25,-0.639,0.598
1582,1884,11,-0.901,0.349,-0.932,0.354,-0.654,0.582
1583,1884,12,-0.525,0.438,-0.616,0.404,-0.632,0.685
1584,1885,1,-1.408,0.5,-1.572,0.525,-1.04,0.573
1585,1885,2,-0.853,0.498,-0.807,0.445,-0.805,0.601
1586,1885,3,-0.498,0.359,-0.201,0.417,-1.128,0.603
1587,1885,4,-0.805,0.396,-0.797,0.273,-0.993,0.587
1588,1885,5,-0.779,0.448,-0.709,0.399,-0.304,0.671
1589,1885,6,-0.717,0.452,-0.576,0.289,-0.739,0.597
1590,1885,7,-0.269,0.497,-0.214,0.296,-0.212,0.66
1591,1885,8,-0.546,0.425,-0.535,0.32,-0.164,0.64
1592,1885,9,-0.68,0.379,-0.688,0.351,-0.089,0.616
1593,1885,10,-0.477,0.446,-0.667,0.399,-0.085,0.64
1594,1885,11,-0.667,0.324,-0.774,0.285,-0.361,0.694
1595,1885,12,0.134,0.399,-0.0,0.365,0.063,0.677
1596,1886,1,-1.11,0.49,-1.325,0.52,-0.656,0.732
1597,1886,2,-1.389,0.371,-1.483,0.437,-0.847,0.694
1598,1886,3,-1.009,0.49,-0.973,0.377,-0.753,0.649
1599,1886,4,-0.305,0.376,-0.333,0.245,-0.495,0.559
1600,1886,5,-0.556,0.38,-0.439,0.229,-0.415,0.648
1601,1886,6,-0.625,0.345,-0.504,0.31,-0.594,0.549
1602,1886,7,-0.108,0.449,0.048,0.307,-0.251,0.649
1603,1886,8,-0.609,0.399,-0.422,0.225,-0.579,0.594
1604,1886,9,-0.53,0.364,-0.458,0.305,-0.242,0.575
1605,1886,10,-0.659,0.382,-0.719,0.328,-0.76,0.658
1606,1886,11,-0.813,0.329,-0.864,0.288,-0.633,0.591
1607,1886,12,0.027,0.389,0.005,0.358,-0.54,0.596
1608,1887,1,-1.705,0.56,-1.939,0.458,-1.043,0.581
1609,1887,2,-1.047,0.51,-0.971,0.422,-1.007,0.546
1610,1887,3,-0.71,0.398,-0.503,0.284,-0.825,0.656
1611,1887,4,-0.466,0.48,-0.449,0.244,-0.577,0.554
1612,1887,5,-0.485,0.357,-0.23,0.371,-0.722,0.583
1613,1887,6,-0.648,0.297,-0.505,0.371,-0.578,0.615
1614,1887,7,-0.278,0.323,-0.157,0.249,-0.391,0.622
1615,1887,8,-0.79,0.371,-0.855,0.361,-0.378,0.581
1616,1887,9,-0.347,0.344,-0.199,0.272,-0.414,0.59
1617,1887,10,-0.506,0.311,-0.633,0.256,-0.526,0.584
1618,1887,11,-0.459,0.317,-0.38,0.33,-0.518,0.574
1619,1887,12,-0.673,0.403,-0.806,0.25,-0.822,0.512
1620,1888,1,-0.668,0.516,-0.786,0.474,-0.44,0.706
1621,1888,2,-1.037,0.411,-1.109,0.319,-0.567,0.523
1622,1888,3,-0.857,0.336,-0.769,0.279,-0.775,0.513
1623,1888,4,-0.444,0.411,-0.514,0.262,-0.304,0.558
1624,1888,5,-0.624,0.416,-0.45,0.192,-0.659,0.613
1625,1888,6,-0.552,0.368,-0.419,0.305,-0.472,0.576
1626,1888,7,-0.088,0.352,0.03,0.245,-0.164,0.582
1627,1888,8,-0.333,0.397,-0.279,0.34,-0.08,0.591
1628,1888,9,-0.318,0.376,-0.333,0.26,0.013,0.593
1629,1888,10,-0.025,0.351,-0.202,0.343,0.106,0.581
1630,1888,11,-0.227,0.377,-0.312,0.343,0.136,0.545
1631,1888,12,-0.235,0.36,-0.539,0.337,0.168,0.558
1632,1889,1,-0.673,0.422,-0.848,0.391,-0.343,0.648
1633,1889,2,0.403,0.413,0.51,0.29,0.326,0.576
1634,1889,3,0.084,0.347,0.163,0.255,0.234,0.578
1635,1889,4,0.335,0.316,0.346,0.212,0.136,0.582
1636,1889,5,-0.097,0.354,-0.069,0.239,0.233,0.581
1637,1889,6,-0.12,0.282,0.018,0.225,-0.079,0.578
1638,1889,7,-0.062,0.341,-0.007,0.251,-0.006,0.586
1639,1889,8,-0.385,0.386,-0.257,0.211,-0.446,0.545
1640,1889,9,-0.503,0.293,-0.442,0.215,-0.294,0.557
1641,1889,10,-0.45,0.281,-0.666,0.237,-0.16,0.56
1642,1889,11,-1.025,0.397,-1.169,0.23,-0.499,0.623
1643,1889,12,-0.457,0.367,-0.694,0.29,-0.23,0.656
1644,1890,1,-0.689,0.363,-0.723,0.384,-0.746,0.515
1645,1890,2,-0.68,0.36,-0.584,0.379,-0.736,0.606
1646,1890,3,-1.031,0.353,-0.96,0.298,-0.861,0.556
1647,1890,4,-0.456,0.326,-0.466,0.216,-0.592,0.544
1648,1890,5,-0.858,0.356,-0.713,0.336,-0.846,0.618
1649,1890,6,-0.623,0.338,-0.49,0.205,-0.538,0.627
1650,1890,7,-0.328,0.375,-0.178,0.267,-0.501,0.633
1651,1890,8,-0.59,0.373,-0.452,0.235,-0.645,0.582
1652,1890,9,-0.494,0.328,-0.47,0.213,-0.298,0.534
1653,1890,10,-0.058,0.302,-0.02,0.25,-0.417,0.551
1654,1890,11,-1.091,0.359,-1.113,0.303,-0.888,0.531
1655,1890,12,-0.635,0.326,-0.733,0.357,-0.78,0.5
1656,1891,1,-0.875,0.342,-0.771,0.38,-1.303,0.495
1657,1891,2,-1.288,0.321,-1.314,0.336,-1.056,0.57
1658,1891,3,-0.479,0.285,-0.262,0.39,-0.688,0.633
1659,1891,4,-0.625,0.348,-0.688,0.219,-0.582,0.474
1660,1891,5,-0.498,0.334,-0.376,0.276,-0.359,0.614
1661,1891,6,-0.593,0.3,-0.431,0.239,-0.572,0.581
1662,1891,7,-0.384,0.352,-0.272,0.21,-0.474,0.534
1663,1891,8,-0.372,0.389,-0.172,0.22,-0.611,0.558
1664,1891,9,-0.347,0.32,-0.16,0.214,-0.578,0.491
1665,1891,10,-0.541,0.287,-0.63,0.215,-0.595,0.514
1666,1891,11,-0.932,0.311,-0.986,0.286,-0.651,0.481
1667,1891,12,0.062,0.259,0.135,0.291,-0.525,0.599
1668,1892,1,-0.565,0.363,-0.597,0.426,-0.663,0.478
1669,1892,2,-0.384,0.316,-0.308,0.374,-0.463,0.443
1670,1892,3,-0.943,0.36,-0.99,0.344,-0.536,0.638
1671,1892,4,-0.679,0.315,-0.716,0.211,-0.791,0.453
1672,1892,5,-0.606,0.349,-0.43,0.273,-0.686,0.521
1673,1892,6,-0.184,0.296,0.046,0.409,-0.401,0.518
1674,1892,7,-0.426,0.324,-0.343,0.162,-0.396,0.546
1675,1892,8,-0.449,0.374,-0.351,0.162,-0.372,0.533
1676,1892,9,-0.401,0.284,-0.278,0.261,-0.452,0.498
1677,1892,10,-0.0,0.271,0.041,0.219,-0.389,0.513
1678,1892,11,-1.178,0.334,-1.264,0.412,-0.743,0.645
1679,1892,12,-0.68,0.438,-0.796,0.293,-0.771,0.738
1680,1893,1,-2.026,0.352,-2.322,0.256,-1.38,0.726
1681,1893,2,-1.489,0.283,-1.591,0.237,-1.094,0.635
1682,1893,3,-0.294,0.228,-0.09,0.239,-0.523,0.577
1683,1893,4,-0.306,0.322,-0.198,0.261,-0.616,0.619
1684,1893,5,-0.549,0.387,-0.398,0.347,-0.521,0.619
1685,1893,6,-0.372,0.344,-0.072,0.347,-0.715,0.502
1686,1893,7,-0.019,0.387,0.052,0.268,0.103,0.476
1687,1893,8,-0.397,0.374,-0.258,0.302,-0.421,0.476
1688,1893,9,-0.302,0.286,-0.106,0.226,-0.558,0.475
1689,1893,10,-0.116,0.248,-0.098,0.176,-0.43,0.451
1690,1893,11,-0.237,0.248,-0.038,0.213,-0.589,0.524
1691,1893,12,-0.493,0.253,-0.643,0.349,-0.484,0.745
1692,1894,1,-0.836,0.372,-0.905,0.32,-0.846,0.633
1693,1894,2,-0.303,0.409,-0.122,0.202,-0.7,0.699
1694,1894,3,-0.198,0.435,0.054,0.308,-0.543,0.654
1695,1894,4,-0.597,0.31,-0.534,0.267,-0.89,0.613
1696,1894,5,-0.302,0.31,-0.061,0.278,-0.596,0.597
1697,1894,6,-0.59,0.277,-0.41,0.351,-0.653,0.464
1698,1894,7,-0.238,0.329,-0.105,0.265,-0.374,0.479
1699,1894,8,-0.285,0.353,-0.155,0.164,-0.341,0.492
1700,1894,9,-0.452,0.275,-0.308,0.165,-0.57,0.488
1701,1894,10,-0.08,0.238,-0.16,0.189,-0.209,0.493
1702,1894,11,-0.585,0.328,-0.662,0.254,-0.255,0.489
1703,1894,12,-0.381,0.363,-0.446,0.26,-0.711,0.543
1704,1895,1,-1.171,0.353,-1.294,0.282,-1.17,0.471
1705,1895,2,-1.06,0.352,-1.041,0.269,-1.03,0.526
1706,1895,3,-0.58,0.294,-0.509,0.261,-0.574,0.436
1707,1895,4,-0.056,0.33,0.013,0.268,-0.401,0.479
1708,1895,5,-0.339,0.318,-0.264,0.157,-0.202,0.515
1709,1895,6,-0.346,0.263,-0.342,0.247,0.013,0.447
1710,1895,7,-0.149,0.333,-0.089,0.208,-0.137,0.506
1711,1895,8,-0.302,0.349,-0.375,0.156,0.136,0.467
1712,1895,9,-0.27,0.292,-0.154,0.197,-0.336,0.445
1713,1895,10,-0.072,0.241,-0.224,0.207,-0.12,0.444
1714,1895,11,-0.209,0.247,-0.156,0.252,-0.276,0.43
1715,1895,12,-0.117,0.303,-0.278,0.212,-0.145,0.554
1716,1896,1,-0.193,0.286,-0.256,0.339,-0.291,0.593
1717,1896,2,-0.379,0.265,-0.365,0.192,-0.389,0.57
1718,1896,3,-0.99,0.377,-1.068,0.235,-0.52,0.533
1719,1896,4,-0.847,0.326,-1.149,0.177,-0.523,0.584
1720,1896,5,-0.395,0.377,-0.283,0.176,-0.35,0.495
1721,1896,6,-0.126,0.303,0.157,0.223,-0.469,0.48
1722,1896,7,-0.073,0.397,0.008,0.288,-0.05,0.501
1723,1896,8,-0.156,0.358,-0.206,0.251,0.167,0.503
1724,1896,9,-0.214,0.37,-0.239,0.272,0.011,0.535
1725,1896,10,0.24,0.232,0.093,0.16,0.301,0.43
1726,1896,11,-0.701,0.316,-0.801,0.168,-0.331,0.409
1727,1896,12,-0.257,0.271,-0.542,0.272,0.063,0.425
1728,1897,1,-0.567,0.308,-0.628,0.288,-0.54,0.455
1729,1897,2,-0.65,0.282,-0.713,0.183,-0.392,0.492
1730,1897,3,-0.911,0.297,-0.998,0.198,-0.45,0.473
1731,1897,4,0.016,0.312,-0.095,0.24,0.149,0.469
1732,1897,5,0.113,0.314,0.306,0.206,-0.014,0.471
1733,1897,6,-0.159,0.357,-0.065,0.149,-0.008,0.442
1734,1897,7,-0.051,0.378,0.077,0.212,-0.208,0.594
1735,1897,8,-0.194,0.392,-0.036,0.188,-0.329,0.48
1736,1897,9,-0.112,0.285,0.036,0.198,-0.296,0.521
1737,1897,10,0.045,0.309,-0.12,0.248,0.142,0.461
1738,1897,11,-0.329,0.357,-0.393,0.25,-0.058,0.59
1739,1897,12,-0.311,0.261,-0.522,0.167,-0.208,0.475
1740,1898,1,0.27,0.549,0.325,0.24,-0.051,0.619
1741,1898,2,-0.732,0.317,-0.771,0.199,-0.582,0.508
1742,1898,3,-1.481,0.316,-1.665,0.203,-0.805,0.484
1743,1898,4,-0.395,0.299,-0.413,0.306,-0.545,0.537
