,Year,Month,Anomaly-Gl,Uncertainty-Gl,Anomaly-NH,Uncertainty-NH,Anomaly-SH,Uncertainty-SH
2149,1932,2,-0.286,0.241,-0.271,0.154,-0.16,0.366
2150,1932,3,-0.433,0.218,-0.355,0.121,-0.302,0.348
2151,1932,4,0.369,0.252,0.43,0.096,0.056,0.354
2152,1932,5,-0.169,0.281,-0.055,0.103,-0.209,0.384
2153,1932,6,-0.183,0.241,-0.023,0.116,-0.3,0.352
2154,1932,7,-0.036,0.306,0.083,0.104,-0.152,0.426
2155,1932,8,-0.198,0.329,-0.003,0.144,-0.489,0.418
2156,1932,9,0.142,0.25,0.325,0.109,-0.122,0.364
2157,1932,10,0.374,0.188,0.368,0.116,0.011,0.326
2158,1932,11,-0.276,0.195,-0.383,0.153,0.144,0.338
2159,1932,12,-0.198,0.214,-0.337,0.097,-0.202,0.302
2160,1933,1,-0.502,0.241,-0.687,0.151,-0.233,0.311
2161,1933,2,-0.617,0.226,-0.752,0.129,-0.123,0.3
2162,1933,3,-0.509,0.203,-0.588,0.099,-0.008,0.34
2163,1933,4,-0.282,0.263,-0.395,0.09,-0.148,0.348
2164,1933,5,-0.355,0.285,-0.349,0.088,-0.094,0.364
2165,1933,6,-0.431,0.237,-0.367,0.115,-0.314,0.336
2166,1933,7,-0.154,0.313,0.023,0.137,-0.522,0.452
2167,1933,8,-0.145,0.328,0.031,0.116,-0.393,0.397
2168,1933,9,-0.285,0.25,-0.209,0.135,-0.319,0.342
2169,1933,10,-0.067,0.197,-0.169,0.117,-0.119,0.338
2170,1933,11,-0.275,0.186,-0.115,0.122,-0.53,0.296
2171,1933,12,-0.566,0.193,-0.682,0.183,-0.653,0.35
2172,1934,1,-0.221,0.213,-0.24,0.165,-0.365,0.333
2173,1934,2,0.43,0.244,0.791,0.114,-0.422,0.316
2174,1934,3,-0.601,0.259,-0.585,0.143,-0.316,0.366
2175,1934,4,-0.404,0.264,-0.437,0.108,-0.436,0.329
2176,1934,5,0.095,0.29,0.205,0.077,0.135,0.36
2177,1934,6,-0.145,0.244,-0.12,0.112,0.117,0.328
2178,1934,7,-0.054,0.312,-0.045,0.135,0.023,0.396
2179,1934,8,-0.169,0.326,-0.123,0.139,-0.062,0.399
2180,1934,9,-0.393,0.251,-0.386,0.141,-0.261,0.35
2181,1934,10,0.111,0.21,0.221,0.159,-0.518,0.318
2182,1934,11,0.209,0.185,0.526,0.156,-0.47,0.304
2183,1934,12,0.25,0.201,0.327,0.117,-0.361,0.292
2184,1935,1,-0.51,0.191,-0.675,0.141,-0.275,0.292
2185,1935,2,0.824,0.237,1.268,0.12,-0.151,0.301
2186,1935,3,-0.001,0.217,0.15,0.106,-0.07,0.337
2187,1935,4,-0.655,0.254,-0.687,0.084,-0.673,0.342
2188,1935,5,-0.523,0.284,-0.494,0.07,-0.297,0.386
2189,1935,6,-0.266,0.25,-0.146,0.08,-0.282,0.369
2190,1935,7,-0.098,0.313,0.032,0.133,-0.234,0.403
2191,1935,8,-0.161,0.326,0.081,0.091,-0.52,0.394
2192,1935,9,-0.161,0.248,0.038,0.111,-0.448,0.35
2193,1935,10,0.172,0.207,0.157,0.102,-0.116,0.32
2194,1935,11,-0.718,0.209,-0.89,0.101,-0.103,0.329
2195,1935,12,-0.303,0.201,-0.525,0.123,-0.125,0.298
2196,1936,1,-0.464,0.196,-0.602,0.116,-0.255,0.325
2197,1936,2,-0.79,0.227,-0.947,0.087,-0.2,0.324
2198,1936,3,-0.371,0.249,-0.313,0.113,-0.185,0.335
2199,1936,4,-0.291,0.262,-0.329,0.07,-0.312,0.353
2200,1936,5,-0.17,0.303,-0.082,0.106,-0.043,0.379
2201,1936,6,-0.21,0.26,-0.072,0.137,-0.22,0.361
2202,1936,7,0.204,0.312,0.284,0.122,0.096,0.384
2203,1936,8,-0.088,0.327,-0.005,0.089,-0.086,0.388
2204,1936,9,-0.134,0.27,-0.047,0.076,-0.203,0.345
2205,1936,10,0.156,0.202,0.038,0.101,0.105,0.325
2206,1936,11,0.048,0.201,0.148,0.094,0.002,0.293
2207,1936,12,0.204,0.223,0.164,0.127,-0.106,0.321
2208,1937,1,-0.221,0.231,-0.251,0.158,-0.352,0.324
2209,1937,2,0.271,0.222,0.435,0.099,0.004,0.297
2210,1937,3,-0.517,0.219,-0.517,0.094,-0.198,0.345
2211,1937,4,-0.26,0.28,-0.25,0.106,-0.426,0.341
2212,1937,5,0.002,0.3,0.177,0.112,-0.178,0.365
2213,1937,6,0.045,0.253,0.19,0.088,-0.037,0.328
2214,1937,7,-0.031,0.32,0.126,0.096,-0.295,0.397
2215,1937,8,0.071,0.332,0.184,0.087,0.056,0.408
2216,1937,9,0.249,0.264,0.454,0.102,-0.124,0.368
2217,1937,10,0.408,0.194,0.475,0.138,-0.1,0.342
2218,1937,11,0.186,0.203,0.206,0.129,0.289,0.284
2219,1937,12,-0.234,0.203,-0.411,0.171,-0.189,0.3
2220,1938,1,0.22,0.187,0.327,0.117,-0.241,0.324
2221,1938,2,0.143,0.213,0.335,0.148,-0.207,0.346
2222,1938,3,0.289,0.217,0.497,0.15,0.096,0.354
2223,1938,4,0.514,0.258,0.641,0.116,0.095,0.381
2224,1938,5,0.081,0.282,0.116,0.086,0.319,0.37
2225,1938,6,-0.237,0.24,-0.193,0.091,-0.03,0.324
2226,1938,7,0.055,0.308,0.138,0.098,-0.027,0.404
2227,1938,8,0.041,0.332,0.293,0.079,-0.367,0.395
2228,1938,9,0.283,0.261,0.457,0.066,0.021,0.348
2229,1938,10,0.48,0.205,0.477,0.09,0.106,0.313
2230,1938,11,0.382,0.201,0.59,0.097,-0.012,0.31
2231,1938,12,-0.184,0.203,-0.435,0.126,0.039,0.326
2232,1939,1,0.276,0.192,0.275,0.142,0.094,0.287
2233,1939,2,-0.014,0.212,0.135,0.107,-0.259,0.288
2234,1939,3,-0.427,0.196,-0.335,0.078,-0.378,0.321
2235,1939,4,-0.056,0.246,-0.004,0.095,-0.316,0.333
2236,1939,5,0.133,0.285,0.143,0.116,0.421,0.371
2237,1939,6,0.002,0.263,0.106,0.139,0.104,0.34
2238,1939,7,0.009,0.308,0.185,0.119,-0.28,0.408
2239,1939,8,0.011,0.328,0.209,0.11,-0.206,0.4
2240,1939,9,-0.168,0.253,0.072,0.098,-0.63,0.332
2241,1939,10,-0.062,0.198,-0.122,0.098,-0.314,0.303
2242,1939,11,0.026,0.187,0.289,0.091,-0.543,0.293
2243,1939,12,1.244,0.195,1.6,0.112,-0.1,0.313
2244,1940,1,-0.339,0.181,-0.435,0.128,-0.272,0.287
2245,1940,2,0.125,0.198,0.289,0.112,-0.163,0.311
2246,1940,3,0.013,0.205,0.13,0.09,0.001,0.32
2247,1940,4,0.32,0.25,0.463,0.079,-0.157,0.347
2248,1940,5,-0.081,0.284,0.03,0.098,-0.032,0.377
2249,1940,6,0.034,0.245,0.057,0.122,0.293,0.328
2250,1940,7,0.204,0.306,0.232,0.094,0.306,0.394
2251,1940,8,-0.071,0.324,0.0,0.082,0.026,0.406
2252,1940,9,0.151,0.248,0.24,0.101,0.104,0.35
2253,1940,10,0.176,0.205,0.133,0.108,-0.074,0.326
2254,1940,11,-0.072,0.198,0.053,0.112,-0.305,0.318
2255,1940,12,0.419,0.19,0.269,0.135,0.391,0.292
2256,1941,1,0.063,0.18,0.15,0.113,-0.337,0.295
2257,1941,2,0.343,0.208,0.535,0.102,0.001,0.298
2258,1941,3,-0.183,0.202,-0.03,0.079,-0.263,0.304
2259,1941,4,0.14,0.257,0.001,0.087,0.387,0.327
2260,1941,5,0.088,0.285,0.143,0.07,0.212,0.359
2261,1941,6,0.079,0.249,0.169,0.068,0.092,0.325
2262,1941,7,0.277,0.311,0.277,0.049,0.34,0.381
2263,1941,8,0.104,0.324,0.155,0.055,0.192,0.392
2264,1941,9,-0.316,0.243,-0.194,0.061,-0.45,0.333
2265,1941,10,0.404,0.191,0.335,0.059,0.189,0.295
2266,1941,11,-0.213,0.192,-0.27,0.075,0.048,0.283
2267,1941,12,-0.029,0.196,-0.233,0.095,0.081,0.284
2268,1942,1,0.424,0.193,0.385,0.13,0.347,0.299
2269,1942,2,-0.414,0.213,-0.525,0.114,0.005,0.283
2270,1942,3,-0.096,0.205,-0.014,0.071,0.0,0.317
2271,1942,4,0.024,0.25,-0.009,0.062,0.016,0.322
2272,1942,5,-0.076,0.281,0.017,0.081,0.003,0.366
2273,1942,6,0.02,0.239,0.175,0.087,-0.086,0.329
2274,1942,7,-0.178,0.305,-0.056,0.083,-0.439,0.381
2275,1942,8,-0.142,0.323,-0.217,0.058,0.24,0.399
2276,1942,9,0.012,0.243,0.0,0.071,0.195,0.34
2277,1942,10,0.341,0.186,0.458,0.063,-0.363,0.298
2278,1942,11,0.235,0.188,0.363,0.068,0.001,0.281
2279,1942,12,0.215,0.193,0.233,0.102,-0.267,0.288
2280,1943,1,-0.289,0.183,-0.425,0.101,-0.156,0.311
2281,1943,2,0.257,0.201,0.435,0.099,-0.114,0.299
2282,1943,3,-0.26,0.198,-0.209,0.064,-0.09,0.313
2283,1943,4,0.26,0.254,0.378,0.063,-0.221,0.342
2284,1943,5,0.08,0.28,0.311,0.071,-0.207,0.368
2285,1943,6,-0.387,0.24,-0.318,0.078,-0.38,0.315
2286,1943,7,0.047,0.307,0.095,0.101,-0.006,0.382
2287,1943,8,-0.139,0.325,0.179,0.076,-0.808,0.379
2288,1943,9,-0.044,0.237,0.081,0.07,-0.275,0.33
2289,1943,10,0.615,0.182,0.588,0.069,0.267,0.298
2290,1943,11,0.087,0.191,0.33,0.084,-0.401,0.286
2291,1943,12,0.529,0.186,0.658,0.097,-0.201,0.282
2292,1944,1,0.849,0.18,1.099,0.105,0.018,0.312
2293,1944,2,0.286,0.196,0.549,0.091,-0.24,0.317
2294,1944,3,0.138,0.178,0.416,0.072,-0.273,0.331
2295,1944,4,0.031,0.241,0.107,0.08,-0.348,0.351
2296,1944,5,-0.039,0.266,0.234,0.104,-0.418,0.351
2297,1944,6,-0.07,0.23,0.03,0.089,0.023,0.339
2298,1944,7,0.069,0.303,0.093,0.129,0.124,0.401
2299,1944,8,0.128,0.314,0.089,0.093,0.397,0.394
2300,1944,9,0.321,0.233,0.325,0.08,0.446,0.326
2301,1944,10,0.511,0.186,0.436,0.102,0.302,0.282
2302,1944,11,-0.073,0.177,-0.125,0.072,0.169,0.266
2303,1944,12,-0.256,0.184,-0.552,0.078,0.05,0.273
2304,1945,1,-0.142,0.179,-0.256,0.095,-0.087,0.293
2305,1945,2,-0.623,0.201,-0.758,0.078,-0.218,0.286
2306,1945,3,-0.196,0.186,-0.089,0.062,-0.144,0.3
2307,1945,4,0.273,0.239,0.258,0.069,0.205,0.326
2308,1945,5,-0.309,0.273,-0.181,0.109,-0.364,0.349
2309,1945,6,-0.217,0.239,-0.078,0.103,-0.269,0.312
2310,1945,7,-0.192,0.304,-0.094,0.075,-0.277,0.373
2311,1945,8,0.375,0.323,0.345,0.089,0.648,0.383
2312,1945,9,0.081,0.24,0.128,0.076,0.101,0.331
2313,1945,10,0.288,0.193,0.283,0.084,-0.092,0.296
2314,1945,11,-0.085,0.179,0.029,0.077,-0.268,0.297
2315,1945,12,-0.553,0.185,-0.835,0.083,-0.277,0.292
2316,1946,1,0.319,0.176,0.451,0.08,-0.212,0.287
2317,1946,2,0.182,0.19,0.334,0.064,-0.093,0.274
2318,1946,3,-0.161,0.188,0.035,0.106,-0.424,0.296
2319,1946,4,0.431,0.233,0.607,0.073,-0.25,0.31
2320,1946,5,-0.035,0.266,-0.078,0.133,0.246,0.343
2321,1946,6,-0.246,0.24,-0.142,0.147,-0.397,0.311
2322,1946,7,-0.006,0.299,0.011,0.099,-0.013,0.367
2323,1946,8,-0.101,0.322,0.008,0.153,-0.086,0.384
2324,1946,9,-0.064,0.242,-0.093,0.06,0.114,0.316
2325,1946,10,-0.003,0.185,-0.032,0.076,-0.235,0.278
2326,1946,11,0.088,0.18,0.145,0.083,0.064,0.269
2327,1946,12,-0.528,0.181,-0.867,0.087,-0.138,0.26
2328,1947,1,-0.053,0.179,-0.264,0.088,0.25,0.265
2329,1947,2,0.01,0.179,-0.059,0.087,0.222,0.279
2330,1947,3,0.395,0.181,0.661,0.072,-0.104,0.299
2331,1947,4,0.285,0.23,0.395,0.071,-0.176,0.327
2332,1947,5,-0.062,0.266,0.016,0.079,0.078,0.344
2333,1947,6,-0.107,0.243,-0.087,0.093,0.34,0.306
2334,1947,7,-0.058,0.3,0.01,0.085,-0.213,0.362
2335,1947,8,-0.086,0.317,0.019,0.076,-0.182,0.374
2336,1947,9,0.041,0.234,0.212,0.069,-0.26,0.311
2337,1947,10,0.724,0.187,0.927,0.079,-0.232,0.276
2338,1947,11,0.271,0.194,0.432,0.07,-0.057,0.262
2339,1947,12,-0.049,0.19,-0.056,0.093,-0.476,0.301
2340,1948,1,0.696,0.181,0.959,0.123,-0.212,0.298
2341,1948,2,-0.069,0.18,-0.023,0.094,-0.053,0.257
2342,1948,3,-0.468,0.175,-0.319,0.079,-0.563,0.271
2343,1948,4,0.091,0.224,0.205,0.074,-0.31,0.289
2344,1948,5,0.125,0.257,0.348,0.044,-0.029,0.322
2345,1948,6,0.109,0.226,0.182,0.094,0.134,0.285
2346,1948,7,0.02,0.284,0.064,0.062,0.111,0.339
2347,1948,8,-0.043,0.3,0.092,0.071,-0.183,0.342
2348,1948,9,0.014,0.232,0.161,0.065,-0.114,0.296
2349,1948,10,0.29,0.176,0.26,0.065,-0.039,0.257
2350,1948,11,0.045,0.169,0.246,0.077,-0.287,0.244
2351,1948,12,-0.199,0.177,-0.499,0.08,0.083,0.244
2352,1949,1,0.566,0.18,0.671,0.093,0.032,0.261
2353,1949,2,-0.522,0.181,-0.452,0.092,-0.588,0.268
2354,1949,3,-0.34,0.173,-0.143,0.092,-0.352,0.288
2355,1949,4,-0.062,0.226,0.136,0.075,-0.496,0.295
2356,1949,5,-0.091,0.255,0.163,0.064,-0.329,0.317
2357,1949,6,-0.34,0.229,-0.171,0.096,-0.293,0.29
2358,1949,7,-0.211,0.288,-0.193,0.108,-0.092,0.349
2359,1949,8,-0.106,0.299,0.03,0.098,-0.122,0.36
2360,1949,9,-0.194,0.229,-0.118,0.091,-0.217,0.288
2361,1949,10,0.241,0.17,0.272,0.063,-0.241,0.26
2362,1949,11,-0.011,0.171,0.104,0.077,-0.145,0.254
2363,1949,12,-0.226,0.192,-0.499,0.082,-0.063,0.276
2364,1950,1,-0.65,0.176,-0.879,0.097,-0.317,0.259
2365,1950,2,-0.546,0.158,-0.606,0.063,-0.285,0.25
2366,1950,3,-0.142,0.163,0.007,0.052,-0.285,0.26
2367,1950,4,-0.278,0.201,-0.387,0.061,-0.167,0.268
2368,1950,5,-0.108,0.219,-0.027,0.063,-0.016,0.285
2369,1950,6,-0.167,0.203,-0.09,0.128,-0.132,0.251
2370,1950,7,-0.251,0.251,-0.359,0.109,0.048,0.299
2371,1950,8,-0.457,0.23,-0.408,0.092,-0.319,0.29
2372,1950,9,-0.163,0.209,-0.111,0.094,-0.165,0.254
2373,1950,10,-0.121,0.17,-0.078,0.059,-0.656,0.239
2374,1950,11,-0.738,0.14,-0.829,0.117,-0.487,0.211
2375,1950,12,-0.138,0.16,-0.226,0.079,-0.345,0.234
2376,1951,1,-0.505,0.13,-0.591,0.15,-0.55,0.23
2377,1951,2,-0.916,0.133,-1.087,0.139,-0.451,0.224
2378,1951,3,-0.291,0.156,-0.367,0.095,0.09,0.232
2379,1951,4,-0.014,0.174,0.099,0.11,-0.514,0.235
2380,1951,5,0.079,0.222,0.25,0.245,-0.006,0.295
2381,1951,6,-0.299,0.196,-0.15,0.276,-0.13,0.264
2382,1951,7,-0.114,0.239,0.051,0.282,-0.232,0.273
2383,1951,8,0.108,0.253,0.295,0.087,-0.223,0.282
2384,1951,9,0.195,0.225,0.448,0.264,-0.066,0.25
2385,1951,10,0.401,0.133,0.302,0.156,0.138,0.216
2386,1951,11,0.093,0.137,0.004,0.207,0.223,0.216
2387,1951,12,0.633,0.162,0.69,0.148,0.052,0.216
2388,1952,1,0.386,0.156,0.297,0.103,0.41,0.226
2389,1952,2,0.112,0.183,0.14,0.121,0.132,0.256
2390,1952,3,-0.426,0.181,-0.541,0.062,0.146,0.268
2391,1952,4,0.094,0.232,0.166,0.06,-0.218,0.293
2392,1952,5,-0.043,0.262,0.131,0.069,-0.1,0.323
2393,1952,6,-0.07,0.226,0.18,0.089,-0.432,0.294
2394,1952,7,0.159,0.293,0.263,0.068,0.054,0.361
2395,1952,8,0.068,0.307,0.126,0.114,0.072,0.352
2396,1952,9,0.141,0.234,0.253,0.068,-0.062,0.308
2397,1952,10,-0.122,0.188,-0.276,0.061,-0.116,0.266
2398,1952,11,-0.698,0.18,-0.763,0.102,-0.435,0.251
2399,1952,12,-0.01,0.187,-0.14,0.091,-0.098,0.248
2400,1953,1,0.308,0.173,0.426,0.078,-0.168,0.258
2401,1953,2,0.356,0.181,0.642,0.103,-0.187,0.253
2402,1953,3,0.337,0.174,0.539,0.103,0.182,0.278
2403,1953,4,0.5,0.232,0.641,0.133,0.077,0.293
2404,1953,5,0.121,0.266,0.32,0.098,-0.022,0.331
2405,1953,6,0.084,0.227,0.317,0.099,-0.108,0.287
2406,1953,7,-0.009,0.297,0.297,0.108,-0.618,0.344
2407,1953,8,0.152,0.306,0.253,0.058,0.09,0.355
2408,1953,9,0.089,0.233,0.15,0.078,0.043,0.304
2409,1953,10,0.318,0.18,0.341,0.074,-0.131,0.263
2410,1953,11,-0.21,0.18,-0.253,0.097,0.007,0.256
2411,1953,12,0.314,0.176,0.231,0.059,0.1,0.26
2412,1954,1,-0.605,0.164,-0.812,0.061,-0.295,0.256
2413,1954,2,-0.191,0.188,-0.131,0.081,-0.223,0.255
2414,1954,3,-0.262,0.174,-0.253,0.057,-0.022,0.273
2415,1954,4,-0.201,0.208,-0.233,0.206,-0.178,0.27
2416,1954,5,-0.372,0.212,-0.279,0.075,-0.307,0.276
2417,1954,6,-0.124,0.213,0.085,0.225,-0.405,0.262
2418,1954,7,-0.156,0.239,0.01,0.082,-0.398,0.292
2419,1954,8,-0.044,0.251,0.151,0.116,-0.186,0.3
2420,1954,9,-0.004,0.217,0.182,0.206,-0.175,0.274
2421,1954,10,0.299,0.162,0.265,0.111,-0.019,0.238
2422,1954,11,0.48,0.159,0.668,0.1,0.008,0.238
2423,1954,12,-0.1,0.158,-0.311,0.096,-0.089,0.218
2424,1955,1,0.76,0.136,0.999,0.089,-0.057,0.217
2425,1955,2,-0.106,0.134,-0.049,0.134,-0.135,0.214
2426,1955,3,-0.793,0.117,-0.899,0.086,-0.433,0.23
2427,1955,4,-0.271,0.147,-0.402,0.065,-0.3,0.228
2428,1955,5,-0.213,0.185,0.062,0.197,-0.421,0.251
2429,1955,6,0.008,0.151,0.075,0.092,0.008,0.231
2430,1955,7,-0.147,0.18,0.001,0.095,-0.544,0.263
2431,1955,8,0.383,0.203,0.219,0.208,0.17,0.284
2432,1955,9,-0.176,0.153,0.034,0.093,-0.108,0.233
2433,1955,10,0.451,0.131,0.453,0.093,-0.246,0.218
2434,1955,11,-0.148,0.146,-0.263,0.164,-0.188,0.212
2435,1955,12,-0.366,0.119,-0.546,0.103,-0.49,0.22
2436,1956,1,-0.152,0.082,-0.207,0.156,-0.541,0.157
2437,1956,2,-0.467,0.161,-0.707,0.162,-0.169,0.174
2438,1956,3,-0.469,0.065,-0.519,0.187,-0.249,0.121
2439,1956,4,-0.463,0.099,-0.499,0.252,-0.494,0.135
2440,1956,5,-0.69,0.101,-0.432,0.225,-0.718,0.206
2441,1956,6,-0.34,0.063,-0.149,0.243,-0.615,0.179
2442,1956,7,-0.217,0.112,-0.239,0.198,-0.074,0.153
2443,1956,8,-0.711,0.096,-0.357,0.19,-0.86,0.126
2444,1956,9,-0.338,0.071,-0.482,0.163,-0.344,0.127
2445,1956,10,-0.336,0.057,-0.403,0.128,-0.49,0.116
2446,1956,11,-0.373,0.117,-0.454,0.261,-0.477,0.175
2447,1956,12,-0.091,0.106,-0.458,0.222,-0.199,0.197
2448,1957,1,-0.19,0.067,-0.352,0.131,-0.135,0.16
2449,1957,2,-0.161,0.037,-0.227,0.16,-0.216,0.157
2450,1957,3,-0.364,0.068,-0.369,0.079,-0.121,0.101
2451,1957,4,-0.123,0.057,-0.385,0.077,0.088,0.098
2452,1957,5,-0.176,0.094,-0.26,0.182,0.245,0.138
2453,1957,6,0.139,0.05,0.038,0.156,0.3,0.112
2454,1957,7,-0.308,0.206,-0.059,0.347,-0.658,0.308
2455,1957,8,0.044,0.092,0.06,0.185,0.072,0.123
2456,1957,9,0.094,0.167,0.175,0.404,0.007,0.328
2457,1957,10,0.127,0.058,-0.134,0.199,0.27,0.144
2458,1957,11,0.242,0.171,0.133,0.376,0.417,0.233
2459,1957,12,0.637,0.062,0.551,0.332,0.35,0.22
2460,1958,1,0.905,0.097,1.064,0.216,0.248,0.128
2461,1958,2,0.41,0.154,0.444,0.271,0.313,0.236
2462,1958,3,0.077,0.111,0.091,0.086,0.28,0.104
2463,1958,4,0.143,0.144,-0.071,0.179,0.545,0.23
2464,1958,5,0.133,0.156,0.083,0.202,0.551,0.171
2465,1958,6,-0.374,0.081,-0.166,0.24,-0.061,0.163
2466,1958,7,0.008,0.178,-0.066,0.387,0.494,0.272
2467,1958,8,-0.339,0.057,0.044,0.263,-0.526,0.162
2468,1958,9,-0.278,0.072,-0.129,0.125,-0.374,0.13
2469,1958,10,0.1,0.058,0.003,0.127,-0.034,0.127
2470,1958,11,0.141,0.088,0.098,0.214,0.227,0.131
2471,1958,12,0.145,0.12,0.261,0.267,-0.221,0.161
2472,1959,1,0.335,0.115,0.436,0.136,-0.054,0.117
2473,1959,2,0.094,0.121,0.079,0.14,0.102,0.151
2474,1959,3,0.518,0.2,0.644,0.331,0.18,0.24
2475,1959,4,0.467,0.195,0.265,0.305,0.258,0.199
2476,1959,5,-0.015,0.044,-0.109,0.042,0.064,0.12
2477,1959,6,0.064,0.052,0.181,0.093,0.201,0.132
2478,1959,7,0.071,0.104,-0.012,0.22,0.415,0.142
2479,1959,8,-0.015,0.075,0.092,0.25,-0.08,0.154
2480,1959,9,-0.159,0.073,0.129,0.149,-0.193,0.133
2481,1959,10,-0.099,0.084,-0.25,0.181,-0.031,0.142
2482,1959,11,-0.367,0.084,-0.427,0.115,0.105,0.12
2483,1959,12,0.099,0.068,-0.058,0.09,-0.013,0.108
2484,1960,1,0.076,0.058,0.115,0.154,0.074,0.124
2485,1960,2,0.549,0.118,0.97,0.246,-0.143,0.18
2486,1960,3,-1.079,0.057,-1.001,0.106,-0.513,0.098
2487,1960,4,-0.282,0.078,-0.29,0.183,-0.343,0.165
2488,1960,5,-0.502,0.139,-0.217,0.213,-0.939,0.207
2489,1960,6,-0.093,0.146,0.3,0.246,-0.357,0.198
2490,1960,7,-0.198,0.053,0.005,0.119,-0.421,0.14
2491,1960,8,-0.063,0.095,0.121,0.22,-0.151,0.161
2492,1960,9,-0.006,0.104,0.127,0.167,-0.075,0.136
2493,1960,10,0.214,0.063,0.042,0.15,0.195,0.142
2494,1960,11,-0.297,0.06,-0.228,0.208,-0.247,0.152
2495,1960,12,0.59,0.083,0.741,0.201,0.029,0.134
2496,1961,1,0.299,0.069,0.347,0.092,0.057,0.141
2497,1961,2,0.446,0.067,0.58,0.098,0.017,0.128
2498,1961,3,0.19,0.108,0.43,0.081,0.101,0.086
2499,1961,4,0.258,0.161,0.164,0.292,0.382,0.191
2500,1961,5,0.243,0.162,0.121,0.197,0.518,0.157
2501,1961,6,0.156,0.15,0.211,0.246,-0.009,0.186
2502,1961,7,-0.086,0.12,-0.003,0.109,0.01,0.142
2503,1961,8,-0.032,0.182,-0.021,0.257,0.091,0.224
2504,1961,9,0.123,0.067,-0.161,0.098,0.603,0.108
2505,1961,10,0.048,0.167,-0.368,0.243,0.395,0.203
2506,1961,11,0.072,0.069,0.08,0.127,0.12,0.11
2507,1961,12,-0.197,0.082,-0.274,0.146,-0.161,0.092
2508,1962,1,0.35,0.079,0.63,0.194,-0.23,0.121
2509,1962,2,0.412,0.047,0.68,0.14,0.01,0.114
2510,1962,3,0.18,0.177,0.518,0.184,-0.053,0.185
2511,1962,4,0.165,0.178,0.325,0.265,-0.203,0.113
2512,1962,5,-0.251,0.089,0.159,0.107,-0.599,0.111
2513,1962,6,-0.086,0.224,-0.269,0.381,0.216,0.228
2514,1962,7,-0.175,0.077,0.149,0.108,-0.505,0.125
2515,1962,8,-0.193,0.071,0.014,0.15,-0.177,0.167
2516,1962,9,-0.125,0.172,-0.061,0.345,0.117,0.253
2517,1962,10,0.161,0.155,0.31,0.236,-0.156,0.213
2518,1962,11,0.121,0.103,0.169,0.111,0.321,0.099
2519,1962,12,0.239,0.141,0.318,0.213,-0.032,0.116
2520,1963,1,0.252,0.139,0.376,0.174,-0.238,0.132
2521,1963,2,0.783,0.07,1.301,0.09,-0.106,0.092
2522,1963,3,-0.246,0.052,-0.084,0.134,-0.148,0.131
2523,1963,4,-0.195,0.149,-0.111,0.238,-0.267,0.244
2524,1963,5,-0.322,0.125,-0.248,0.148,-0.21,0.127
2525,1963,6,-0.129,0.083,-0.155,0.175,-0.079,0.113
2526,1963,7,0.124,0.122,0.154,0.198,0.142,0.152
2527,1963,8,0.427,0.099,0.182,0.108,0.318,0.122
2528,1963,9,0.455,0.194,0.264,0.324,0.434,0.244
2529,1963,10,0.648,0.107,0.847,0.197,0.211,0.118
2530,1963,11,0.38,0.097,0.784,0.158,-0.14,0.159
2531,1963,12,0.045,0.057,-0.031,0.111,0.035,0.137
2532,1964,1,0.164,0.074,0.128,0.185,0.097,0.142
2533,1964,2,-0.207,0.082,-0.246,0.099,0.029,0.129
2534,1964,3,-0.517,0.135,-0.625,0.167,0.046,0.149
2535,1964,4,-0.492,0.111,-0.531,0.217,-0.077,0.172
2536,1964,5,-0.455,0.081,-0.135,0.155,-0.332,0.158
2537,1964,6,-0.029,0.111,-0.131,0.109,-0.239,0.085
2538,1964,7,-0.06,0.146,-0.101,0.321,-0.206,0.148
2539,1964,8,-0.239,0.17,-0.249,0.226,-0.121,0.181
2540,1964,9,-0.521,0.067,-0.343,0.181,-0.25,0.15
2541,1964,10,-0.479,0.089,-0.411,0.098,-0.76,0.124
2542,1964,11,-0.174,0.078,-0.13,0.094,-0.338,0.106
2543,1964,12,-0.259,0.107,-0.332,0.078,-0.577,0.115
2544,1965,1,0.207,0.082,0.232,0.132,-0.122,0.102
2545,1965,2,-0.22,0.077,-0.63,0.083,0.481,0.108
2546,1965,3,-0.174,0.116,0.001,0.134,-0.34,0.142
2547,1965,4,-0.385,0.067,-0.502,0.157,-0.336,0.11
2548,1965,5,-0.167,0.092,-0.119,0.202,-0.042,0.126
2549,1965,6,-0.211,0.174,-0.265,0.264,0.232,0.247
2550,1965,7,-0.307,0.11,-0.189,0.285,-0.288,0.266
2551,1965,8,-0.078,0.066,-0.319,0.097,0.33,0.096
2552,1965,9,-0.396,0.144,-0.309,0.222,0.059,0.193
2553,1965,10,0.237,0.119,0.138,0.254,0.094,0.184
2554,1965,11,-0.271,0.126,-0.299,0.253,0.015,0.169
2555,1965,12,0.089,0.088,-0.061,0.106,0.075,0.082
2556,1966,1,-0.162,0.087,-0.293,0.125,0.149,0.117
2557,1966,2,0.045,0.075,0.052,0.074,-0.119,0.098
2558,1966,3,0.204,0.082,-0.013,0.156,0.311,0.119
2559,1966,4,-0.192,0.057,-0.468,0.203,0.142,0.153
2560,1966,5,-0.145,0.063,-0.074,0.183,-0.021,0.172
2561,1966,6,0.021,0.101,0.086,0.244,0.405,0.231
2562,1966,7,0.239,0.099,0.157,0.157,0.207,0.172
